Q510383,"Q15974311, Q4421","Q3000, Q479387",58.49 (2017-12-31T00:00:00Z),,Point(10.3731 53.5422),"0 (1975-12-31T00:00:00Z), 0 (2017-12-31T00:00:00Z)",,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sachsenwald%20in%20RZ.svg,RZ,21521,,,,,4105163-4,2842497,324110,,,01053105,010539105105,Sachsenwald,Sachsenwald,Sachsenwald,gemeindefreies Gebiet in Schleswig-Holstein,"forest near Hamburg, Germany",,https://de.wikipedia.org/wiki/Sachsenwald,https://en.wikipedia.org/wiki/Sachsenwald,https://fr.wikipedia.org/wiki/Sachsenwald,Schleswig-Holstein,Kreis Herzogtum Lauenburg,None,
Q887697,Q15974311,Q10474,44.74,,Point(11.733305555 48.733305555),0 (2019-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%BCrnbucher%20Forst%20in%20KEH.svg,,,,,,,,,956654,,,09273451,092739451451,Dürnbucher Forst,Dürnbucher Forst,Dürnbucher Forst,Gemeindefreies Gebiet im Landkreis Kelheim in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/D%C3%BCrnbucher_Forst,,,Bayern,Landkreis Kelheim,None,
Q11819663,"Q15974311, Q4421",Q10487,12.99,,Point(13.7833 48.7667),0 (2019-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pleckensteiner%20Wald%20in%20FRG.svg,,,,,,,,2853274,958966,,,09272458,092729458458,Pleckensteiner Wald,Pleckensteiner Wald,Pleckensteiner Wald,gemeindefreies Gebiet im Landkreis Freyung-Grafenau in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Pleckensteiner_Wald,,,Bayern,Landkreis Freyung-Grafenau,None,
Q9377669,Q15974311,Q10522,4.28 (2018-12-31T00:00:00Z),,Point(11.496088888 47.865663888),0,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Wolfratshauser%20Forst%20in%20T%C3%96L.svg,,,,,,,,,3092073,,,09173452,091739452452,Wolfratshauser Forst,Wolfratshauser Forst,Wolfratshauser Forst,Gemeindefreies Gebiet im Landkreis Bad Tölz-Wolfratshausen,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Wolfratshauser_Forst,,,Bayern,Landkreis Bad Tölz-Wolfratshausen,None,
Q9372018,Q15974311,Q5973,15.88 (2017-12-31T00:00:00Z),,Point(9.8 51.9),0 (2017-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Wenzen%20%28gemeindefrei%29%20in%20HOL.svg,,,,,,,,,2016854,,,03255508,032559508508,Wenzen,Wenzen,Wenzen,Gemeindefreies Gebiet im Landkreis Holzminden,unincorporated area in Lower Saxony,,https://de.wikipedia.org/wiki/Wenzen_(gemeindefreies_Gebiet),,,Niedersachsen,Landkreis Holzminden,None,
Q1572810,Q15974311,Q10466,20.69 (2018-12-31T00:00:00Z),,Point(9.849563888 50.21355),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Neuwirtshauser%20Forst%20in%20KG.svg,,,,,,,,,2602488,,,09672462,096729462462,Neuwirtshauser Forst,Neuwirtshauser Forst,Neuwirtshauser Forst,gemeindefreies Gebiet im Landkreis Bad Kissingen in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Neuwirtshauser_Forst,,,Bayern,Landkreis Bad Kissingen,None,
Q20026598,Q15974311,Q10472,4.68,,Point(9.26629 49.9145),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hohe%20Wart%20in%20MIL.svg,,,,,,,,,395351,,,09676455,096769455455,Hohe Wart,Hohe Wart,Hohe Wart,gemeindefreies Gebiet im Landkreis Miltenberg in Bayern,unincorporated area in Germany,secteur non constitué en municipalité en Allemagne,https://de.wikipedia.org/wiki/Hohe_Wart_(gemeindefreies_Gebiet),,,Bayern,Landkreis Miltenberg,None,
Q2033405,Q15974311,Q10456,2.74 (2018-12-31T00:00:00Z),,Point(10.3912 49.5662),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Osing%20%28Freimarkung%29%20in%20NEA.svg,,91478,,,,,,,1066063,688359546,,09575451,095759451451,Osing,Osing,Osing,gemeindefreies Gebiet im mittelfränkischen Landkreis Neustadt an der Aisch-Bad Windsheim in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Osing_(Freimarkung),,,Bayern,Landkreis Neustadt a. d. Aisch-Bad Windsheim,None,
Q9184286,"Q15974311, Q486972",Q10440,2.32,,Point(10.8333 50.2833),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Callenberger%20Forst-West%20und%20K%C3%B6llnholz%20in%20CO.svg,,,,,,,,,1083313,,,09473452,094739452452,Callenberger Forst-West,Callenberger Forst-West,Callenberger Forst-West,gemeindefreies Gebiet im Landkreis Coburg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Callenberger_Forst-West,,,Bayern,Landkreis Coburg,None,
Q9334267,Q15974311,Q10487,17.8,,Point(13.6333 48.85),0 (2019-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Schlichtenberger%20Wald%20in%20FRG.svg,,,,,,,,,958973,,,09272460,092729460460,Schlichtenberger Wald,Schlichtenberger Wald,Schlichtenberger Wald,gemeindefreies Gebiet im Landkreis Freyung-Grafenau in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Schlichtenberger_Wald,,,Bayern,Landkreis Freyung-Grafenau,None,
Q614552,Q15974311,Q10541,31.03,,Point(11.9044 48.1367),0 (2020-03-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Anzinger%20Forst%20in%20EBE.svg,,,,,,,,,929924,,,09175451,091759451451,Anzinger Forst,Anzinger Forst,Anzinger Forst,gemeindefreies Gebiet im Landkreis Ebersberg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Anzinger_Forst,,,Bayern,Landkreis Ebersberg,None,
Q20080744,"Q1499928, Q15974311",Q10458,22.27,,Point(9.9461 49.90177),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gramschatzer%20Wald%20in%20W%C3%9C.svg,,,,,,,4575685-5,,182320,,,09679451,096799451451,Gramschatzer Wald,Gramschatzer Wald,Gramschatzer Wald,gemeindefreies Gebiet im Landkreis Würzburg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Gramschatzer_Wald_(gemeindefreies_Gebiet),,,Bayern,Landkreis Würzburg,None,
Q130484384,Q15974311,Q10451,13.91 (2018-12-31T00:00:00Z),,Point(11.1364 49.3775),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Forst%20Kleinschwarzenlohe%20in%20RH.svg,,,,,,,,,64572,,,09576453,095769453453,Gemarkung Forst Kleinschwarzenlohe,,,gemeindefreies Gebiet im Landkreis Roth in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Gemarkung_Forst_Kleinschwarzenlohe,,,Bayern,Landkreis Roth,None,
Q9340195,Q15974311,Q10420,11.16,,Point(11.8 49.8),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Speinsharter%20Forst%20in%20NEW.svg,,,,,,,,,1059438,,,09374458,093749458458,Speinsharter Forst,Speinsharter Forst,Speinsharter Forst,Gemeindefreies Gebiet im Landkreis Neustadt an der Waldnaab in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Speinsharter_Forst,,,Bayern,Landkreis Neustadt an der Waldnaab,None,
Q964645,Q15974311,Q10471,13.88 (2018-12-31T00:00:00Z),,Point(9.2995 50.0417),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sailaufer%20Forst%20in%20AB.svg,,,,,,,,,534768,,,09671458,096719458458,Sailaufer Forst,Sailaufer Forst,Sailaufer Forst,gemeindefreies Gebiet im Landkreis Aschaffenburg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Sailaufer_Forst,,,Bayern,Landkreis Aschaffenburg,None,
Q1500401,Q15974311,Q10412,2.1,,Point(10.3389 48.2083),0 (2018-12-31T00:00:00Z),,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ebershauser-Nattenhauser%20Wald%20in%20GZ.svg,,,,,,,,,3094855,,,09774451,097749451451,Ebershauser-Nattenhauser Wald,Ebershauser-Nattenhauser Wald,Ebershauser-Nattenhauser Wald,gemeindefreies Gebiet im Landkreis Günzburg in Bayern,unincorporated area in Germany,,https://de.wikipedia.org/wiki/Gemeindefreies_Gebiet_Ebershauser-Nattenhauser_Wald,,,Bayern,Landkreis Günzburg,None,
Q33389425,Q15974311,Q10439,,,Point(11.38146 49.87344),,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%B6hlitzer%20Wald%20in%20BT.svg,,,,,2010-09-01T00:00:00Z,,,2876232,71916,,,,094729462462,Löhlitzer Wald,Löhlitzer Wald,Löhlitzer Wald,ehemaliges gemeindefreies Gebiet im Landkreis Bayreuth in Bayern,former unincorporated area in Germany,,https://de.wikipedia.org/wiki/L%C3%B6hlitzer_Wald,,,Bayern,Landkreis Bayreuth,None,
